source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	zh	HP:0000001	rdfs:label	All	所有词汇	OFFICIAL
en	zh	HP:0000002	rdfs:label	Abnormality of body height	身高异常	OFFICIAL
en	zh	HP:0000003	rdfs:label	Multicystic kidney dysplasia	多囊性肾发育不良	OFFICIAL
en	zh	HP:0000005	rdfs:label	Mode of inheritance	遗传模式	OFFICIAL
en	zh	HP:0000006	rdfs:label	Autosomal dominant inheritance	常染色体显性遗传	OFFICIAL
en	zh	HP:0000007	rdfs:label	Autosomal recessive inheritance	常染色体隐性遗传	OFFICIAL
en	zh	HP:0000008	rdfs:label	Abnormal morphology of female internal genitalia	女性内生殖器形态异常	OFFICIAL
en	zh	HP:0000009	rdfs:label	Functional abnormality of the bladder	膀胱功能异常	OFFICIAL
en	zh	HP:0000010	rdfs:label	Recurrent urinary tract infections	复发性尿路感染	OFFICIAL
en	zh	HP:0000011	rdfs:label	Neurogenic bladder	神经源性膀胱功能障碍	OFFICIAL
en	zh	HP:0000012	rdfs:label	Urinary urgency	尿急	OFFICIAL
en	zh	HP:0000013	rdfs:label	Hypoplasia of the uterus	子宫发育不良	OFFICIAL
en	zh	HP:0000014	rdfs:label	Abnormality of the bladder	膀胱异常	OFFICIAL
en	zh	HP:0000015	rdfs:label	Bladder diverticulum	膀胱憩室	OFFICIAL
en	zh	HP:0000016	rdfs:label	Urinary retention	尿潴留	OFFICIAL
en	zh	HP:0000017	rdfs:label	Nocturia	夜尿症	OFFICIAL
en	zh	HP:0000019	rdfs:label	Urinary hesitancy	排尿踌躇	OFFICIAL
en	zh	HP:0000020	rdfs:label	Urinary incontinence	尿失禁	OFFICIAL
en	zh	HP:0000021	rdfs:label	Megacystis	巨膀胱症	OFFICIAL
en	zh	HP:0000022	rdfs:label	Abnormal male internal genitalia morphology	男性内生殖器形态异常	OFFICIAL
en	zh	HP:0000023	rdfs:label	Inguinal hernia	腹股沟疝	OFFICIAL
en	zh	HP:0000024	rdfs:label	Prostatitis	前列腺炎	OFFICIAL
en	zh	HP:0000025	rdfs:label	Functional abnormality of male internal genitalia	男性内生殖器功能异常	OFFICIAL
en	zh	HP:0000026	rdfs:label	Male hypogonadism	男性性腺功能减退症	OFFICIAL
en	zh	HP:0000027	rdfs:label	Azoospermia	无精症	OFFICIAL
en	zh	HP:0000028	rdfs:label	Cryptorchidism	隐睾	OFFICIAL
en	zh	HP:0000029	rdfs:label	Testicular atrophy	睾丸萎缩	OFFICIAL
en	zh	HP:0000030	rdfs:label	Testicular gonadoblastoma	睾丸性腺母细胞瘤	OFFICIAL
en	zh	HP:0000031	rdfs:label	Epididymitis	附睾炎	OFFICIAL
en	zh	HP:0000032	rdfs:label	Abnormal male external genitalia morphology	男性外生殖器异常	CANDIDATE
