Level	Rule Name	Subject	Property	Value
ERROR	misused_obsolete_label	HP:0031859	rdfs:label	obsolete	
ERROR	missing_ontology_description	hp.owl	dc11:description		
ERROR	missing_ontology_license	hp.owl	dc:license		
ERROR	missing_ontology_title	hp.owl	dc11:title		
WARN	duplicate_exact_synonym	HP:0000729	oboInOwl:hasExactSynonym	ASD	
WARN	duplicate_exact_synonym	HP:0001631	oboInOwl:hasExactSynonym	ASD	
WARN	missing_definition	REMOVED FROM HERE BY NICO	2850 in HP	
WARN	missing_definition	http://purl.obolibrary.org/obo/hp.owl#layperson	IAO:0000115		
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115		
WARN	missing_definition	oboInOwl:consider	IAO:0000115		
WARN	missing_definition	oboInOwl:hasAlternativeId	IAO:0000115		
WARN	missing_definition	oboInOwl:hasBroadSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasDbXref	IAO:0000115		
WARN	missing_definition	oboInOwl:hasExactSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasNarrowSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBOFormatVersion	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBONamespace	IAO:0000115		
WARN	missing_definition	oboInOwl:hasRelatedSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:inSubset	IAO:0000115		
WARN	missing_definition	oboInOwl:logical-definition-view-relation	IAO:0000115		
WARN	missing_definition	oboInOwl:shorthand	IAO:0000115		
WARN	missing_obsolete_label	HP:0004367	rdfs:label	Abnormality of glycoprotein metabolism	
INFO	lowercase_definition	HP:0030271	IAO:0000115	2,3-diphosphoglycerate (2,3-DPG) controls the movement of oxygen from red blood cells to tissues. Anemia is usually accompanied by an increased level of 2,3-DPG in order to promote tissue oxygenation. This term refers to an inappropriate low 2,3-DPG concentration in erythrocytes.	
INFO	lowercase_definition	HP:0031458	IAO:0000115	inflammation of the adenoid tissue.	
INFO	lowercase_definition	HP:0040230	IAO:0000115	tPA catalyzes the conversion of plasiminogen to plasmin, and thus break down of clots. When there is a deficiency there will be an increase of thrombosis	
INFO	missing_superclass	HP:0000001	rdfs:subClassOf		
