defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
HP:0100797	Toenail dysplasia	UBERON:0009567	nail of pedal digit
HP:0100255	Metaphyseal dysplasia	UBERON:0001438	metaphysis
HP:0025102	Dysgenesis of the basal ganglia	UBERON:0002420	basal ganglion
HP:0025101	Dysgenesis of the hippocampus	UBERON:0002421	hippocampal formation
HP:0025099	Dysgenesis of the thalamus	UBERON:0004703	dorsal thalamus
HP:0025098	Dysgenesis of the hypothalamus	UBERON:0001898	hypothalamus
HP:0011753	Posterior pituitary dysgenesis	UBERON:0002198	neurohypophysis
HP:0010575	Dysplasia of the femoral head	UBERON:0006767	head of femur
HP:0008807	Acetabular dysplasia	UBERON:0001269	acetabular part of hip bone
HP:0008794	Dysplastic iliac wings	UBERON:0010746	iliac blade
HP:0008469	Cervical vertebral dysplasia	UBERON:0002413	cervical vertebra
HP:0008455	Dysplastic sacrum	UBERON:0003690	fused sacrum
HP:0008423	Spinal dysplasia	UBERON:0001130	vertebral column
HP:0008216	Adrenal gland dysgenesis	UBERON:0002369	adrenal gland
HP:0008188	Thyroid dysgenesis	UBERON:0002046	thyroid gland
HP:0007033	Cerebellar dysplasia	UBERON:0002037	cerebellum
HP:0006989	Dysplastic corpus callosum	UBERON:0002336	corpus callosum
HP:0006644	Thoracic dysplasia	UBERON:0001443	chest
HP:0006446	Dysplastic patella	UBERON:0002446	patella
HP:0006433	Dysplastic radii	UBERON:0001423	radius bone
HP:0005232	Pancreatic dysplasia	UBERON:0001264	pancreas
HP:0005176	Dysplastic aortic valve	UBERON:0002137	aortic valve
HP:0005164	Dysplastic pulmonary valve	UBERON:0002146	pulmonary valve
HP:0005013	Dysplastic distal radial epiphyses	UBERON:0004407	distal epiphysis of radius
HP:0004589	Dysplasia of second lumbar vertebra	UBERON:0004618	lumbar vertebra 2
HP:0002656	Epiphyseal dysplasia	UBERON:0001437	epiphysis
HP:0002652	Skeletal dysplasia	UBERON:0004288	skeleton
HP:0002552	Trichodysplasia	UBERON:0001037	strand of hair
HP:0002539	Cortical dysplasia	UBERON:0000956	cerebral cortex
HP:0002195	Dysgenesis of the cerebellar vermis	UBERON:0004720	cerebellar vermis
HP:0002164	Nail dysplasia	UBERON:0001705	nail
HP:0001385	Hip dysplasia	UBERON:0001464	hip
HP:0001093	Optic nerve dysplasia	UBERON:0000941	cranial nerve II
HP:0000968	Ectodermal dysplasia	UBERON:0000924	ectoderm
HP:0000705	Amelogenesis imperfecta	UBERON:0001752	enamel
HP:0000703	Dentinogenesis imperfecta	UBERON:0001751	dentine
HP:0000133	Gonadal dysgenesis	UBERON:0000991	gonad
HP:0000110	Renal dysplasia	UBERON:0002113	kidney
