defined_class	defined_class_label	biological_process	biological_process_label
HP:0100519	Anuria	GO:0060073	micturition
HP:0030172	Peripheral amyelination	GO:0022011	myelination in peripheral nervous system
HP:0008647	Pubertal developmental failure in females	GO:0046543	development of secondary female sexual characteristics
HP:0008197	Absence of pubertal development	GO:0045136	development of secondary sexual characteristics
HP:0002304	Akinesia	GO:0050881	musculoskeletal movement
HP:0002104	Apnea	GO:0007585	respiratory gaseous exchange
HP:0000618	Blindness	GO:0007601	visual perception
HP:0000458	Anosmia	GO:0007608	sensory perception of smell
HP:0000405	Conductive hearing impairment	GO:0055127	vibrational conductance of sound to the inner ear
HP:0000365	Hearing impairment	GO:0007605	sensory perception of sound
HP:0000141	Amenorrhea	GO:0042703	menstruation
