defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/HP_0003892	Absent humeral epiphyseal ossification	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/UBERON_0004382	epiphysis of humerus
http://purl.obolibrary.org/obo/HP_0430013	Absent palatine bone ossification	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/UBERON_0001682	palatine bone
http://purl.obolibrary.org/obo/HP_0040007	Absent pigmentation of chest	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001868	skin of chest
http://purl.obolibrary.org/obo/HP_0012319	Absent pigmentation of the abdomen	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001416	skin of abdomen
http://purl.obolibrary.org/obo/HP_0012320	Absent pigmentation of the limbs	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001419	skin of limb
http://purl.obolibrary.org/obo/HP_0007542	Absent pigmentation of the ventral chest	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0019200	skin of anterior chest
http://purl.obolibrary.org/obo/HP_0200098	Absent skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body
http://purl.obolibrary.org/obo/HP_0006628	Absent sternal ossification	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/UBERON_0000975	sternum
http://purl.obolibrary.org/obo/HP_0002522	Areflexia of lower limbs	http://purl.obolibrary.org/obo/GO_0060004	reflex	http://purl.obolibrary.org/obo/UBERON_0010709	pelvic complex
http://purl.obolibrary.org/obo/HP_0012046	Areflexia of upper limbs	http://purl.obolibrary.org/obo/GO_0060004	reflex	http://purl.obolibrary.org/obo/UBERON_0010708	pectoral complex
http://purl.obolibrary.org/obo/HP_0007680	Depigmented fundus	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0003951	ocular fundus
http://purl.obolibrary.org/obo/HP_0001107	Ocular albinism	http://purl.obolibrary.org/obo/GO_0006582	melanin metabolic process	http://purl.obolibrary.org/obo/UBERON_0010230	eyeball of camera-type eye
http://purl.obolibrary.org/obo/HP_0030290	Unossified sacrum	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/UBERON_0003690	fused sacrum
http://purl.obolibrary.org/obo/HP_0004606	Unossified vertebral bodies	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/UBERON_0001075	bony vertebral centrum
