defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/HP_0031380	Abnormal B cell proliferation	http://purl.obolibrary.org/obo/GO_0042100	B cell proliferation
http://purl.obolibrary.org/obo/HP_0011400	Abnormal CNS myelination	http://purl.obolibrary.org/obo/GO_0022010	central nervous system myelination
http://purl.obolibrary.org/obo/HP_0410035	Abnormal T cell activation	http://purl.obolibrary.org/obo/GO_0042110	T cell activation
http://purl.obolibrary.org/obo/HP_0031379	Abnormal T cell proliferation	http://purl.obolibrary.org/obo/GO_0042098	T cell proliferation
http://purl.obolibrary.org/obo/HP_0010929	Abnormal blood cation concentration	http://purl.obolibrary.org/obo/GO_0055080	cation homeostasis
http://purl.obolibrary.org/obo/HP_0011422	Abnormal blood chloride concentration	http://purl.obolibrary.org/obo/GO_0055064	chloride ion homeostasis
http://purl.obolibrary.org/obo/HP_0010927	Abnormal blood inorganic cation concentration	http://purl.obolibrary.org/obo/GO_0072507	divalent inorganic cation homeostasis
http://purl.obolibrary.org/obo/HP_0010930	Abnormal blood monovalent inorganic cation concentration	http://purl.obolibrary.org/obo/GO_0055067	monovalent inorganic cation homeostasis
http://purl.obolibrary.org/obo/HP_0100529	Abnormal blood phosphate concentration	http://purl.obolibrary.org/obo/GO_0055062	phosphate ion homeostasis
http://purl.obolibrary.org/obo/HP_0008277	Abnormal blood zinc concentration	http://purl.obolibrary.org/obo/GO_0055069	zinc ion homeostasis
http://purl.obolibrary.org/obo/HP_0031377	Abnormal cell proliferation	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation
http://purl.obolibrary.org/obo/HP_0010909	Abnormal circulating arginine concentration	http://purl.obolibrary.org/obo/GO_0006525	arginine metabolic process
http://purl.obolibrary.org/obo/HP_0004338	Abnormal circulating aromatic amino acid concentration	http://purl.obolibrary.org/obo/GO_0009072	aromatic amino acid family metabolic process
http://purl.obolibrary.org/obo/HP_0010899	Abnormal circulating aspartate family amino acid concentration	http://purl.obolibrary.org/obo/GO_0009066	aspartate family amino acid metabolic process
http://purl.obolibrary.org/obo/HP_0010892	Abnormal circulating branched chain amino acid concentration	http://purl.obolibrary.org/obo/GO_0009081	branched-chain amino acid metabolic process
http://purl.obolibrary.org/obo/HP_0004363	Abnormal circulating calcium concentration	http://purl.obolibrary.org/obo/GO_0055074	calcium ion homeostasis
http://purl.obolibrary.org/obo/HP_0011013	Abnormal circulating carbohydrate concentration	http://purl.obolibrary.org/obo/GO_0005975	carbohydrate metabolic process
http://purl.obolibrary.org/obo/HP_0004354	Abnormal circulating carboxylic acid concentration	http://purl.obolibrary.org/obo/GO_0019752	carboxylic acid metabolic process
http://purl.obolibrary.org/obo/HP_0010967	Abnormal circulating carnitine concentration	http://purl.obolibrary.org/obo/GO_0009437	carnitine metabolic process
http://purl.obolibrary.org/obo/HP_0011965	Abnormal circulating citrulline concentration	http://purl.obolibrary.org/obo/GO_0000052	citrulline metabolic process
http://purl.obolibrary.org/obo/HP_0012113	Abnormal circulating creatine concentration	http://purl.obolibrary.org/obo/GO_0006600	creatine metabolic process
http://purl.obolibrary.org/obo/HP_0010918	Abnormal circulating cysteine concentration	http://purl.obolibrary.org/obo/GO_0006534	cysteine metabolic process
http://purl.obolibrary.org/obo/HP_0010995	Abnormal circulating dicarboxylic acid concentration	http://purl.obolibrary.org/obo/GO_0043648	dicarboxylic acid metabolic process
