defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/HP_0003344	3-Methylglutaric aciduria	http://purl.obolibrary.org/obo/CHEBI_68566	3-methylglutaric acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003161	4-Hydroxyphenylpyruvic aciduria	http://purl.obolibrary.org/obo/CHEBI_15999	4-hydroxyphenylpyruvic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003607	4-hydroxyphenylacetic aciduria	http://purl.obolibrary.org/obo/CHEBI_18101	4-hydroxyphenylacetic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0032572	Abnormal urinary nucleobase concentration	http://purl.obolibrary.org/obo/CHEBI_18282	nucleobase	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0012592	Albuminuria	http://purl.obolibrary.org/obo/PR_000003918	albumin	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0410309	Alpha-aminoadipic aciduria	http://purl.obolibrary.org/obo/CHEBI_37024	2-aminoadipic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003355	Aminoaciduria	http://purl.obolibrary.org/obo/CHEBI_33709	amino acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003268	Argininuria	http://purl.obolibrary.org/obo/CHEBI_29016	arginine	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0002157	Azotemia	http://purl.obolibrary.org/obo/CHEBI_51143	nitrogen molecular entity	http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/HP_0003646	Bicarbonaturia	http://purl.obolibrary.org/obo/CHEBI_17544	hydrogencarbonate	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003167	Carnosinuria	http://purl.obolibrary.org/obo/CHEBI_15727	carnosine	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0012070	Chondroitin sulfate excretion in urine	http://purl.obolibrary.org/obo/CHEBI_37397	chondroitin sulfate	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0012676	Copper accumulation in brain	http://purl.obolibrary.org/obo/CHEBI_28694	copper atom	http://purl.obolibrary.org/obo/UBERON_0000955	brain
http://purl.obolibrary.org/obo/HP_0025321	Copper accumulation in liver	http://purl.obolibrary.org/obo/CHEBI_28694	copper atom	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/HP_0003286	Cystathioninemia	http://purl.obolibrary.org/obo/CHEBI_17755	cystathionine	http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/HP_0003153	Cystathioninuria	http://purl.obolibrary.org/obo/CHEBI_17755	cystathionine	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0003131	Cystinuria	http://purl.obolibrary.org/obo/CHEBI_17376	cystine	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0008301	Dermatan sulfate excretion in urine	http://purl.obolibrary.org/obo/CHEBI_18376	dermatan sulfate	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0008339	Diaminoaciduria	http://purl.obolibrary.org/obo/CHEBI_35987	diamino acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0040145	Dicarboxylic acidemia	http://purl.obolibrary.org/obo/CHEBI_35692	dicarboxylic acid	http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/HP_0003215	Dicarboxylic aciduria	http://purl.obolibrary.org/obo/CHEBI_35692	dicarboxylic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine
http://purl.obolibrary.org/obo/HP_0010569	Elevated 7-dehydrocholesterol	http://purl.obolibrary.org/obo/CHEBI_17759	cholesta-5,7-dien-3beta-ol	http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/HP_0040208	Elevated CSF biopterin level	http://purl.obolibrary.org/obo/CHEBI_22881	biopterins	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid
