defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/HP_0008669	Abnormal spermatogenesis	http://purl.obolibrary.org/obo/GO_0007283	spermatogenesis
http://purl.obolibrary.org/obo/HP_0001251	Ataxia	http://purl.obolibrary.org/obo/NBO_0000339	motor coordination
http://purl.obolibrary.org/obo/HP_0000405	Conductive hearing impairment	http://purl.obolibrary.org/obo/GO_0055127	vibrational conductance of sound to the inner ear
http://purl.obolibrary.org/obo/HP_0001635	Congestive heart failure	http://purl.obolibrary.org/obo/GO_0060047	heart contraction
http://purl.obolibrary.org/obo/HP_0005419	Decreased T cell activation	http://purl.obolibrary.org/obo/GO_0042110	T cell activation
http://purl.obolibrary.org/obo/HP_0002731	Decreased lymphocyte apoptosis	http://purl.obolibrary.org/obo/GO_0070227	lymphocyte apoptotic process
http://purl.obolibrary.org/obo/HP_0000824	Decreased response to growth hormone stimulation test	http://purl.obolibrary.org/obo/GO_0030252	growth hormone secretion
http://purl.obolibrary.org/obo/HP_0011037	Decreased urine output	http://purl.obolibrary.org/obo/GO_0060073	micturition
http://purl.obolibrary.org/obo/HP_0000745	Diminished motivation	http://purl.obolibrary.org/obo/NBO_0000233	motivation behavior
http://purl.obolibrary.org/obo/HP_0000734	Disinhibition	http://purl.obolibrary.org/obo/NBO_0000604	social inhibition
http://purl.obolibrary.org/obo/HP_0006285	Enamel hypomineralization	http://purl.obolibrary.org/obo/GO_0070166	enamel mineralization
http://purl.obolibrary.org/obo/HP_0001508	Failure to thrive	http://purl.obolibrary.org/obo/GO_0040007	growth
http://purl.obolibrary.org/obo/HP_0002579	Gastrointestinal dysmotility	http://purl.obolibrary.org/obo/GO_0014831	gastro-intestinal system smooth muscle contraction
http://purl.obolibrary.org/obo/HP_0000365	Hearing impairment	http://purl.obolibrary.org/obo/GO_0007605	sensory perception of sound
http://purl.obolibrary.org/obo/HP_0002375	Hypokinesia	http://purl.obolibrary.org/obo/GO_0050881	musculoskeletal movement
http://purl.obolibrary.org/obo/HP_0001265	Hyporeflexia	http://purl.obolibrary.org/obo/GO_0060004	reflex
http://purl.obolibrary.org/obo/HP_0002721	Immunodeficiency	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/HP_0000728	Impaired ability to form peer relationships	http://purl.obolibrary.org/obo/NBO_0000043	bonding behavior
http://purl.obolibrary.org/obo/HP_0031404	Impaired antigen-specific response	http://purl.obolibrary.org/obo/GO_0002250	adaptive immune response
http://purl.obolibrary.org/obo/HP_0031407	Impaired cytokine signaling	http://purl.obolibrary.org/obo/GO_0019221	cytokine-mediated signaling pathway
http://purl.obolibrary.org/obo/HP_0005959	Impaired gluconeogenesis	http://purl.obolibrary.org/obo/GO_0006094	gluconeogenesis
http://purl.obolibrary.org/obo/HP_0011033	Impairment of fructose metabolism	http://purl.obolibrary.org/obo/GO_0006000	fructose metabolic process
http://purl.obolibrary.org/obo/HP_0004915	Impairment of galactose metabolism	http://purl.obolibrary.org/obo/GO_0006012	galactose metabolic process
http://purl.obolibrary.org/obo/HP_0001511	Intrauterine growth retardation	http://purl.obolibrary.org/obo/GO_0009790	embryo development
http://purl.obolibrary.org/obo/HP_0000721	Lack of spontaneous play	http://purl.obolibrary.org/obo/NBO_0000075	playing behavior
http://purl.obolibrary.org/obo/HP_0002797	Osteolysis	http://purl.obolibrary.org/obo/GO_0045453	bone resorption
http://purl.obolibrary.org/obo/HP_0000817	Reduced eye contact	http://purl.obolibrary.org/obo/NBO_0000616	eye contact
http://purl.obolibrary.org/obo/HP_0012207	Reduced sperm motility	http://purl.obolibrary.org/obo/GO_0097722	sperm motility
http://purl.obolibrary.org/obo/HP_0012850	Small intestinal dysmotility	http://purl.obolibrary.org/obo/GO_1990770	small intestine smooth muscle contraction
