defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/HP_0000845	Elevated circulating growth hormone concentration	http://purl.obolibrary.org/obo/GO_0030252	growth hormone secretion
http://purl.obolibrary.org/obo/HP_0002171	Gliosis	http://purl.obolibrary.org/obo/GO_0042065	glial cell growth
http://purl.obolibrary.org/obo/HP_0000738	Hallucinations	http://purl.obolibrary.org/obo/NBO_0000608	hallucination
http://purl.obolibrary.org/obo/HP_0002487	Hyperkinetic movements	http://purl.obolibrary.org/obo/GO_0042465	kinesis
http://purl.obolibrary.org/obo/HP_0001347	Hyperreflexia	http://purl.obolibrary.org/obo/GO_0060004	reflex
http://purl.obolibrary.org/obo/HP_0100326	Immunologic hypersensitivity	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/HP_0030887	Increased lymphocyte apoptosis	http://purl.obolibrary.org/obo/GO_0070227	lymphocyte apoptotic process
http://purl.obolibrary.org/obo/HP_0001946	Ketosis	http://purl.obolibrary.org/obo/GO_0046951	ketone body biosynthetic process
http://purl.obolibrary.org/obo/HP_0000744	Low frustration tolerance	http://purl.obolibrary.org/obo/NBO_0000620	frustration behavior
http://purl.obolibrary.org/obo/HP_0000103	Polyuria	http://purl.obolibrary.org/obo/GO_0060073	micturition
